image,trajectory_points
VAE_img_237.jpg,"[[596.1673411495602, 48.388999439831395], [596.1673411495602, 48.388999439831395], [596.1673411495602, 48.388999439831395], [596.1673411495602, 48.388999439831395], [596.1673411495602, 48.388999439831395], [596.1673411495602, 48.388999439831395], [596.1673411495602, 48.388999439831395], [596.1673411495602, 48.388999439831395], [596.1673411495602, 48.388999439831395], [596.1673411495602, 48.388999439831395], [596.1673411495602, 48.388999439831395], [596.1673411495602, 48.388999439831395], [596.1673411495602, 48.388999439831395], [596.1673411495602, 48.388999439831395], [596.1673411495602, 48.388999439831395], [596.1673411495602, 48.388999439831395], [596.1673411495602, 48.388999439831395], [596.1673411495602, 48.388999439831395], [596.1673411495602, 48.388999439831395], [596.1673411495602, 48.388999439831395], [596.1673411495602, 48.388999439831395], [596.1673411495602, 48.388999439831395], [596.1673411495602, 48.388999439831395], [596.1673411495602, 48.388999439831395], [596.1673411495602, 48.388999439831395], [596.1673411495602, 48.388999439831395], [596.1673411495602, 48.388999439831395], [596.1673411495602, 48.388999439831395], [596.1673411495602, 48.388999439831395], [596.1673411495602, 48.388999439831395], [596.1673411495602, 48.388999439831395], [596.1673411495602, 48.388999439831395], [596.1673411495602, 48.388999439831395], [596.1673411495602, 48.388999439831395], [596.1673411495602, 48.388999439831395], [596.1673411495602, 48.388999439831395], [596.1673411495602, 48.388999439831395], [596.1673411495602, 48.388999439831395], [596.1673411495602, 48.388999439831395], [596.1673411495602, 48.388999439831395], [596.1673411495602, 48.388999439831395], [596.1673411495602, 48.388999439831395], [596.1673411495602, 48.388999439831395]]"
VAE_img_238.jpg,"[[524.2714746484431, 38.315635848973876], [524.2714746484431, 38.315635848973876], [524.2714746484431, 38.315635848973876], [524.2714746484431, 38.315635848973876], [524.2714746484431, 38.315635848973876], [524.2714746484431, 38.315635848973876], [524.2714746484431, 38.315635848973876], [524.2714746484431, 38.315635848973876], [524.2714746484431, 38.315635848973876], [524.2714746484431, 38.315635848973876], [524.2714746484431, 38.315635848973876], [524.2714746484431, 38.315635848973876], [524.2714746484431, 38.315635848973876], [524.2714746484431, 38.315635848973876], [524.2714746484431, 38.315635848973876], [524.2714746484431, 38.315635848973876], [524.2714746484431, 38.315635848973876], [524.2714746484431, 38.315635848973876], [524.2714746484431, 38.315635848973876], [524.2714746484431, 38.315635848973876], [524.2714746484431, 38.315635848973876], [524.2714746484431, 38.315635848973876], [524.2714746484431, 38.315635848973876], [524.2714746484431, 38.315635848973876], [524.2714746484431, 38.315635848973876], [524.2714746484431, 38.315635848973876], [524.2714746484431, 38.315635848973876], [524.2714746484431, 38.315635848973876], [524.2714746484431, 38.315635848973876], [524.2714746484431, 38.315635848973876], [524.2714746484431, 38.315635848973876], [524.2714746484431, 38.315635848973876], [524.2714746484431, 38.315635848973876], [524.2714746484431, 38.315635848973876], [524.2714746484431, 38.315635848973876], [524.2714746484431, 38.315635848973876], [524.2714746484431, 38.315635848973876], [524.2714746484431, 38.315635848973876], [524.2714746484431, 38.315635848973876], [524.2714746484431, 38.315635848973876], [524.2714746484431, 38.315635848973876], [524.2714746484431, 38.315635848973876], [524.2714746484431, 38.315635848973876], [524.2714746484431, 38.315635848973876]]"
VAE_img_239.jpg,"[[399.11034805784817, 46.08993329909478], [399.11034805784817, 46.08993329909478], [399.11034805784817, 46.08993329909478], [399.11034805784817, 46.08993329909478], [399.11034805784817, 46.08993329909478], [399.11034805784817, 46.08993329909478], [399.11034805784817, 46.08993329909478], [399.11034805784817, 46.08993329909478], [399.11034805784817, 46.08993329909478], [399.11034805784817, 46.08993329909478], [399.11034805784817, 46.08993329909478], [399.11034805784817, 46.08993329909478], [399.11034805784817, 46.08993329909478], [399.11034805784817, 46.08993329909478], [399.11034805784817, 46.08993329909478], [399.11034805784817, 46.08993329909478], [399.11034805784817, 46.08993329909478], [399.11034805784817, 46.08993329909478], [399.11034805784817, 46.08993329909478], [399.11034805784817, 46.08993329909478], [399.11034805784817, 46.08993329909478], [399.11034805784817, 46.08993329909478], [399.11034805784817, 46.08993329909478], [399.11034805784817, 46.08993329909478], [399.11034805784817, 46.08993329909478], [399.11034805784817, 46.08993329909478], [399.11034805784817, 46.08993329909478], [399.11034805784817, 46.08993329909478], [399.11034805784817, 46.08993329909478], [399.11034805784817, 46.08993329909478], [399.11034805784817, 46.08993329909478], [399.11034805784817, 46.08993329909478], [399.11034805784817, 46.08993329909478], [399.11034805784817, 46.08993329909478], [399.11034805784817, 46.08993329909478], [399.11034805784817, 46.08993329909478], [399.11034805784817, 46.08993329909478], [399.11034805784817, 46.08993329909478], [399.11034805784817, 46.08993329909478], [399.11034805784817, 46.08993329909478], [399.11034805784817, 46.08993329909478], [399.11034805784817, 46.08993329909478], [399.11034805784817, 46.08993329909478]]"
VAE_img_240.jpg,"[[372.89417072554613, 42.787181855358284], [372.89417072554613, 42.787181855358284], [372.89417072554613, 42.787181855358284], [372.89417072554613, 42.787181855358284], [372.89417072554613, 42.787181855358284], [372.89417072554613, 42.787181855358284], [372.89417072554613, 42.787181855358284], [372.89417072554613, 42.787181855358284], [372.89417072554613, 42.787181855358284], [372.89417072554613, 42.787181855358284], [372.89417072554613, 42.787181855358284], [372.89417072554613, 42.787181855358284], [372.89417072554613, 42.787181855358284], [372.89417072554613, 42.787181855358284], [372.89417072554613, 42.787181855358284], [372.89417072554613, 42.787181855358284], [372.89417072554613, 42.787181855358284], [372.89417072554613, 42.787181855358284], [372.89417072554613, 42.787181855358284], [372.89417072554613, 42.787181855358284], [372.89417072554613, 42.787181855358284], [372.89417072554613, 42.787181855358284], [372.89417072554613, 42.787181855358284], [372.89417072554613, 42.787181855358284], [372.89417072554613, 42.787181855358284], [372.89417072554613, 42.787181855358284], [372.89417072554613, 42.787181855358284], [372.89417072554613, 42.787181855358284], [372.89417072554613, 42.787181855358284], [372.89417072554613, 42.787181855358284], [372.89417072554613, 42.787181855358284], [372.89417072554613, 42.787181855358284], [372.89417072554613, 42.787181855358284], [372.89417072554613, 42.787181855358284], [372.89417072554613, 42.787181855358284], [372.89417072554613, 42.787181855358284], [372.89417072554613, 42.787181855358284], [372.89417072554613, 42.787181855358284], [372.89417072554613, 42.787181855358284], [372.89417072554613, 42.787181855358284], [372.89417072554613, 42.787181855358284], [372.89417072554613, 42.787181855358284], [372.89417072554613, 42.787181855358284], [372.89417072554613, 42.787181855358284]]"
VAE_img_241.jpg,"[[491.6617701456262, 35.66231435656893], [491.6617701456262, 35.66231435656893], [491.6617701456262, 35.66231435656893], [491.6617701456262, 35.66231435656893], [491.6617701456262, 35.66231435656893], [491.6617701456262, 35.66231435656893], [491.6617701456262, 35.66231435656893], [491.6617701456262, 35.66231435656893], [491.6617701456262, 35.66231435656893], [491.6617701456262, 35.66231435656893], [491.6617701456262, 35.66231435656893], [491.6617701456262, 35.66231435656893], [491.6617701456262, 35.66231435656893], [491.6617701456262, 35.66231435656893], [491.6617701456262, 35.66231435656893], [491.6617701456262, 35.66231435656893], [491.6617701456262, 35.66231435656893], [491.6617701456262, 35.66231435656893], [491.6617701456262, 35.66231435656893], [491.6617701456262, 35.66231435656893], [491.6617701456262, 35.66231435656893], [491.6617701456262, 35.66231435656893], [491.6617701456262, 35.66231435656893], [491.6617701456262, 35.66231435656893], [491.6617701456262, 35.66231435656893], [491.6617701456262, 35.66231435656893], [491.6617701456262, 35.66231435656893], [491.6617701456262, 35.66231435656893], [491.6617701456262, 35.66231435656893], [491.6617701456262, 35.66231435656893], [491.6617701456262, 35.66231435656893], [491.6617701456262, 35.66231435656893], [491.6617701456262, 35.66231435656893], [491.6617701456262, 35.66231435656893], [491.6617701456262, 35.66231435656893], [491.6617701456262, 35.66231435656893], [491.6617701456262, 35.66231435656893], [491.6617701456262, 35.66231435656893], [491.6617701456262, 35.66231435656893], [491.6617701456262, 35.66231435656893], [491.6617701456262, 35.66231435656893], [491.6617701456262, 35.66231435656893], [491.6617701456262, 35.66231435656893], [491.6617701456262, 35.66231435656893]]"
VAE_img_242.jpg,"[[227.45538132286418, 34.72071569117259], [227.45538132286418, 34.72071569117259], [227.45538132286418, 34.72071569117259], [227.45538132286418, 34.72071569117259], [227.45538132286418, 34.72071569117259], [227.45538132286418, 34.72071569117259], [227.45538132286418, 34.72071569117259], [227.45538132286418, 34.72071569117259], [227.45538132286418, 34.72071569117259], [227.45538132286418, 34.72071569117259], [227.45538132286418, 34.72071569117259], [227.45538132286418, 34.72071569117259], [227.45538132286418, 34.72071569117259], [227.45538132286418, 34.72071569117259], [227.45538132286418, 34.72071569117259], [227.45538132286418, 34.72071569117259], [227.45538132286418, 34.72071569117259], [227.45538132286418, 34.72071569117259], [227.45538132286418, 34.72071569117259], [227.45538132286418, 34.72071569117259], [227.45538132286418, 34.72071569117259], [227.45538132286418, 34.72071569117259], [227.45538132286418, 34.72071569117259], [227.45538132286418, 34.72071569117259], [227.45538132286418, 34.72071569117259], [227.45538132286418, 34.72071569117259], [227.45538132286418, 34.72071569117259], [227.45538132286418, 34.72071569117259], [227.45538132286418, 34.72071569117259], [227.45538132286418, 34.72071569117259], [227.45538132286418, 34.72071569117259], [227.45538132286418, 34.72071569117259], [227.45538132286418, 34.72071569117259], [227.45538132286418, 34.72071569117259], [227.45538132286418, 34.72071569117259], [227.45538132286418, 34.72071569117259], [227.45538132286418, 34.72071569117259], [227.45538132286418, 34.72071569117259], [227.45538132286418, 34.72071569117259], [227.45538132286418, 34.72071569117259], [227.45538132286418, 34.72071569117259], [227.45538132286418, 34.72071569117259], [227.45538132286418, 34.72071569117259], [227.45538132286418, 34.72071569117259]]"
VAE_img_243.jpg,"[[210.16702749249836, 43.340731309180256], [210.16702749249836, 43.340731309180256], [210.16702749249836, 43.340731309180256], [210.16702749249836, 43.340731309180256], [210.16702749249836, 43.340731309180256], [210.16702749249836, 43.340731309180256], [210.16702749249836, 43.340731309180256], [210.16702749249836, 43.340731309180256], [210.16702749249836, 43.340731309180256], [210.16702749249836, 43.340731309180256], [210.16702749249836, 43.340731309180256], [210.16702749249836, 43.340731309180256], [210.16702749249836, 43.340731309180256], [210.16702749249836, 43.340731309180256], [210.16702749249836, 43.340731309180256], [210.16702749249836, 43.340731309180256], [210.16702749249836, 43.340731309180256], [210.16702749249836, 43.340731309180256], [210.16702749249836, 43.340731309180256], [210.16702749249836, 43.340731309180256], [210.16702749249836, 43.340731309180256], [210.16702749249836, 43.340731309180256], [210.16702749249836, 43.340731309180256], [210.16702749249836, 43.340731309180256], [210.16702749249836, 43.340731309180256], [210.16702749249836, 43.340731309180256], [210.16702749249836, 43.340731309180256], [210.16702749249836, 43.340731309180256], [210.16702749249836, 43.340731309180256], [210.16702749249836, 43.340731309180256], [210.16702749249836, 43.340731309180256], [210.16702749249836, 43.340731309180256], [210.16702749249836, 43.340731309180256], [210.16702749249836, 43.340731309180256], [210.16702749249836, 43.340731309180256], [210.16702749249836, 43.340731309180256], [210.16702749249836, 43.340731309180256], [210.16702749249836, 43.340731309180256], [210.16702749249836, 43.340731309180256], [210.16702749249836, 43.340731309180256], [210.16702749249836, 43.340731309180256], [210.16702749249836, 43.340731309180256], [210.16702749249836, 43.340731309180256], [210.16702749249836, 43.340731309180256], [210.16702749249836, 43.340731309180256]]"
VAE_img_244.jpg,"[[452.7386239107507, 35.32904942674311], [452.7386239107507, 35.32904942674311], [452.7386239107507, 35.32904942674311], [452.7386239107507, 35.32904942674311], [452.7386239107507, 35.32904942674311], [452.7386239107507, 35.32904942674311], [452.7386239107507, 35.32904942674311], [452.7386239107507, 35.32904942674311], [452.7386239107507, 35.32904942674311], [452.7386239107507, 35.32904942674311], [452.7386239107507, 35.32904942674311], [452.7386239107507, 35.32904942674311], [452.7386239107507, 35.32904942674311], [452.7386239107507, 35.32904942674311], [452.7386239107507, 35.32904942674311], [452.7386239107507, 35.32904942674311], [452.7386239107507, 35.32904942674311], [452.7386239107507, 35.32904942674311], [452.7386239107507, 35.32904942674311], [452.7386239107507, 35.32904942674311], [452.7386239107507, 35.32904942674311], [452.7386239107507, 35.32904942674311], [452.7386239107507, 35.32904942674311], [452.7386239107507, 35.32904942674311], [452.7386239107507, 35.32904942674311], [452.7386239107507, 35.32904942674311], [452.7386239107507, 35.32904942674311], [452.7386239107507, 35.32904942674311], [452.7386239107507, 35.32904942674311], [452.7386239107507, 35.32904942674311], [452.7386239107507, 35.32904942674311], [452.7386239107507, 35.32904942674311], [452.7386239107507, 35.32904942674311], [452.7386239107507, 35.32904942674311], [452.7386239107507, 35.32904942674311], [452.7386239107507, 35.32904942674311], [452.7386239107507, 35.32904942674311], [452.7386239107507, 35.32904942674311], [452.7386239107507, 35.32904942674311], [452.7386239107507, 35.32904942674311], [452.7386239107507, 35.32904942674311], [452.7386239107507, 35.32904942674311], [452.7386239107507, 35.32904942674311], [452.7386239107507, 35.32904942674311]]"
VAE_img_245.jpg,"[[301.9763249109069, 44.42080768741987], [301.9763249109069, 44.42080768741987], [301.9763249109069, 44.42080768741987], [301.9763249109069, 44.42080768741987], [301.9763249109069, 44.42080768741987], [301.9763249109069, 44.42080768741987], [301.9763249109069, 44.42080768741987], [301.9763249109069, 44.42080768741987], [301.9763249109069, 44.42080768741987], [301.9763249109069, 44.42080768741987], [301.9763249109069, 44.42080768741987], [301.9763249109069, 44.42080768741987], [301.9763249109069, 44.42080768741987], [301.9763249109069, 44.42080768741987], [301.9763249109069, 44.42080768741987], [301.9763249109069, 44.42080768741987], [301.9763249109069, 44.42080768741987], [301.9763249109069, 44.42080768741987], [301.9763249109069, 44.42080768741987], [301.9763249109069, 44.42080768741987], [301.9763249109069, 44.42080768741987], [301.9763249109069, 44.42080768741987], [301.9763249109069, 44.42080768741987], [301.9763249109069, 44.42080768741987], [301.9763249109069, 44.42080768741987], [301.9763249109069, 44.42080768741987], [301.9763249109069, 44.42080768741987], [301.9763249109069, 44.42080768741987], [301.9763249109069, 44.42080768741987], [301.9763249109069, 44.42080768741987], [301.9763249109069, 44.42080768741987], [301.9763249109069, 44.42080768741987], [301.9763249109069, 44.42080768741987], [301.9763249109069, 44.42080768741987], [301.9763249109069, 44.42080768741987], [301.9763249109069, 44.42080768741987], [301.9763249109069, 44.42080768741987], [301.9763249109069, 44.42080768741987], [301.9763249109069, 44.42080768741987], [301.9763249109069, 44.42080768741987], [301.9763249109069, 44.42080768741987], [301.9763249109069, 44.42080768741987], [301.9763249109069, 44.42080768741987], [301.9763249109069, 44.42080768741987]]"
VAE_img_246.jpg,"[[593.9392537184374, 49.85550655166497], [593.9392537184374, 49.85550655166497], [593.9392537184374, 49.85550655166497], [593.9392537184374, 49.85550655166497], [593.9392537184374, 49.85550655166497], [593.9392537184374, 49.85550655166497], [593.9392537184374, 49.85550655166497], [593.9392537184374, 49.85550655166497], [593.9392537184374, 49.85550655166497], [593.9392537184374, 49.85550655166497], [593.9392537184374, 49.85550655166497], [593.9392537184374, 49.85550655166497], [593.9392537184374, 49.85550655166497], [593.9392537184374, 49.85550655166497], [593.9392537184374, 49.85550655166497], [593.9392537184374, 49.85550655166497], [593.9392537184374, 49.85550655166497], [593.9392537184374, 49.85550655166497], [593.9392537184374, 49.85550655166497], [593.9392537184374, 49.85550655166497], [593.9392537184374, 49.85550655166497], [593.9392537184374, 49.85550655166497], [593.9392537184374, 49.85550655166497], [593.9392537184374, 49.85550655166497], [593.9392537184374, 49.85550655166497], [593.9392537184374, 49.85550655166497], [593.9392537184374, 49.85550655166497], [593.9392537184374, 49.85550655166497], [593.9392537184374, 49.85550655166497], [593.9392537184374, 49.85550655166497], [593.9392537184374, 49.85550655166497], [593.9392537184374, 49.85550655166497], [593.9392537184374, 49.85550655166497], [593.9392537184374, 49.85550655166497], [593.9392537184374, 49.85550655166497], [593.9392537184374, 49.85550655166497], [593.9392537184374, 49.85550655166497], [593.9392537184374, 49.85550655166497], [593.9392537184374, 49.85550655166497], [593.9392537184374, 49.85550655166497], [593.9392537184374, 49.85550655166497], [593.9392537184374, 49.85550655166497], [593.9392537184374, 49.85550655166497], [593.9392537184374, 49.85550655166497], [593.9392537184374, 49.85550655166497], [593.9392537184374, 49.85550655166497]]"
VAE_img_247.jpg,"[[196.02155537950654, 38.13312041583028], [196.02155537950654, 38.13312041583028], [196.02155537950654, 38.13312041583028], [196.02155537950654, 38.13312041583028], [196.02155537950654, 38.13312041583028], [196.02155537950654, 38.13312041583028], [196.02155537950654, 38.13312041583028], [196.02155537950654, 38.13312041583028], [196.02155537950654, 38.13312041583028], [196.02155537950654, 38.13312041583028], [196.02155537950654, 38.13312041583028], [196.02155537950654, 38.13312041583028], [196.02155537950654, 38.13312041583028], [196.02155537950654, 38.13312041583028], [196.02155537950654, 38.13312041583028], [196.02155537950654, 38.13312041583028], [196.02155537950654, 38.13312041583028], [196.02155537950654, 38.13312041583028], [196.02155537950654, 38.13312041583028], [196.02155537950654, 38.13312041583028], [196.02155537950654, 38.13312041583028], [196.02155537950654, 38.13312041583028], [196.02155537950654, 38.13312041583028], [196.02155537950654, 38.13312041583028], [196.02155537950654, 38.13312041583028], [196.02155537950654, 38.13312041583028], [196.02155537950654, 38.13312041583028], [196.02155537950654, 38.13312041583028], [196.02155537950654, 38.13312041583028], [196.02155537950654, 38.13312041583028], [196.02155537950654, 38.13312041583028], [196.02155537950654, 38.13312041583028], [196.02155537950654, 38.13312041583028], [196.02155537950654, 38.13312041583028], [196.02155537950654, 38.13312041583028], [196.02155537950654, 38.13312041583028], [196.02155537950654, 38.13312041583028], [196.02155537950654, 38.13312041583028], [196.02155537950654, 38.13312041583028], [196.02155537950654, 38.13312041583028], [196.02155537950654, 38.13312041583028], [196.02155537950654, 38.13312041583028], [196.02155537950654, 38.13312041583028], [196.02155537950654, 38.13312041583028], [196.02155537950654, 38.13312041583028]]"
VAE_img_248.jpg,"[[244.3769268967005, 48.174498609776464], [244.3769268967005, 48.174498609776464], [244.3769268967005, 48.174498609776464], [244.3769268967005, 48.174498609776464], [244.3769268967005, 48.174498609776464], [244.3769268967005, 48.174498609776464], [244.3769268967005, 48.174498609776464], [244.3769268967005, 48.174498609776464], [244.3769268967005, 48.174498609776464], [244.3769268967005, 48.174498609776464], [244.3769268967005, 48.174498609776464], [244.3769268967005, 48.174498609776464], [244.3769268967005, 48.174498609776464], [244.3769268967005, 48.174498609776464], [244.3769268967005, 48.174498609776464], [244.3769268967005, 48.174498609776464], [244.3769268967005, 48.174498609776464], [244.3769268967005, 48.174498609776464], [244.3769268967005, 48.174498609776464], [244.3769268967005, 48.174498609776464], [244.3769268967005, 48.174498609776464], [244.3769268967005, 48.174498609776464], [244.3769268967005, 48.174498609776464], [244.3769268967005, 48.174498609776464], [244.3769268967005, 48.174498609776464], [244.3769268967005, 48.174498609776464], [244.3769268967005, 48.174498609776464], [244.3769268967005, 48.174498609776464], [244.3769268967005, 48.174498609776464], [244.3769268967005, 48.174498609776464], [244.3769268967005, 48.174498609776464], [244.3769268967005, 48.174498609776464], [244.3769268967005, 48.174498609776464], [244.3769268967005, 48.174498609776464], [244.3769268967005, 48.174498609776464], [244.3769268967005, 48.174498609776464], [244.3769268967005, 48.174498609776464], [244.3769268967005, 48.174498609776464], [244.3769268967005, 48.174498609776464], [244.3769268967005, 48.174498609776464], [244.3769268967005, 48.174498609776464], [244.3769268967005, 48.174498609776464], [244.3769268967005, 48.174498609776464], [244.3769268967005, 48.174498609776464]]"
VAE_img_249.jpg,"[[652.5186206977972, 41.02722931101355], [652.5186206977972, 41.02722931101355], [652.5186206977972, 41.02722931101355], [652.5186206977972, 41.02722931101355], [652.5186206977972, 41.02722931101355], [652.5186206977972, 41.02722931101355], [652.5186206977972, 41.02722931101355], [652.5186206977972, 41.02722931101355], [652.5186206977972, 41.02722931101355], [652.5186206977972, 41.02722931101355], [652.5186206977972, 41.02722931101355], [652.5186206977972, 41.02722931101355], [652.5186206977972, 41.02722931101355], [652.5186206977972, 41.02722931101355], [652.5186206977972, 41.02722931101355], [652.5186206977972, 41.02722931101355], [652.5186206977972, 41.02722931101355], [652.5186206977972, 41.02722931101355], [652.5186206977972, 41.02722931101355], [652.5186206977972, 41.02722931101355], [652.5186206977972, 41.02722931101355], [652.5186206977972, 41.02722931101355], [652.5186206977972, 41.02722931101355], [652.5186206977972, 41.02722931101355], [652.5186206977972, 41.02722931101355], [652.5186206977972, 41.02722931101355], [652.5186206977972, 41.02722931101355], [652.5186206977972, 41.02722931101355], [652.5186206977972, 41.02722931101355], [652.5186206977972, 41.02722931101355], [652.5186206977972, 41.02722931101355], [652.5186206977972, 41.02722931101355], [652.5186206977972, 41.02722931101355], [652.5186206977972, 41.02722931101355], [652.5186206977972, 41.02722931101355], [652.5186206977972, 41.02722931101355], [652.5186206977972, 41.02722931101355], [652.5186206977972, 41.02722931101355], [652.5186206977972, 41.02722931101355], [652.5186206977972, 41.02722931101355], [652.5186206977972, 41.02722931101355], [652.5186206977972, 41.02722931101355], [652.5186206977972, 41.02722931101355], [652.5186206977972, 41.02722931101355], [652.5186206977972, 41.02722931101355]]"
VAE_img_250.jpg,"[[168.29309754673884, 42.99488493672854], [168.29309754673884, 42.99488493672854], [168.29309754673884, 42.99488493672854], [168.29309754673884, 42.99488493672854], [168.29309754673884, 42.99488493672854], [168.29309754673884, 42.99488493672854], [168.29309754673884, 42.99488493672854], [168.29309754673884, 42.99488493672854], [168.29309754673884, 42.99488493672854], [168.29309754673884, 42.99488493672854], [168.29309754673884, 42.99488493672854], [168.29309754673884, 42.99488493672854], [168.29309754673884, 42.99488493672854], [168.29309754673884, 42.99488493672854], [168.29309754673884, 42.99488493672854], [168.29309754673884, 42.99488493672854], [168.29309754673884, 42.99488493672854], [168.29309754673884, 42.99488493672854], [168.29309754673884, 42.99488493672854], [168.29309754673884, 42.99488493672854], [168.29309754673884, 42.99488493672854], [168.29309754673884, 42.99488493672854], [168.29309754673884, 42.99488493672854], [168.29309754673884, 42.99488493672854], [168.29309754673884, 42.99488493672854], [168.29309754673884, 42.99488493672854], [168.29309754673884, 42.99488493672854], [168.29309754673884, 42.99488493672854], [168.29309754673884, 42.99488493672854], [168.29309754673884, 42.99488493672854], [168.29309754673884, 42.99488493672854], [168.29309754673884, 42.99488493672854], [168.29309754673884, 42.99488493672854], [168.29309754673884, 42.99488493672854], [168.29309754673884, 42.99488493672854], [168.29309754673884, 42.99488493672854], [168.29309754673884, 42.99488493672854], [168.29309754673884, 42.99488493672854], [168.29309754673884, 42.99488493672854], [168.29309754673884, 42.99488493672854], [168.29309754673884, 42.99488493672854], [168.29309754673884, 42.99488493672854], [168.29309754673884, 42.99488493672854]]"
VAE_img_251.jpg,"[[143.65677758435552, 47.07962910180562], [143.65677758435552, 47.07962910180562], [143.65677758435552, 47.07962910180562], [143.65677758435552, 47.07962910180562], [143.65677758435552, 47.07962910180562], [143.65677758435552, 47.07962910180562], [143.65677758435552, 47.07962910180562], [143.65677758435552, 47.07962910180562], [143.65677758435552, 47.07962910180562], [143.65677758435552, 47.07962910180562], [143.65677758435552, 47.07962910180562], [143.65677758435552, 47.07962910180562], [143.65677758435552, 47.07962910180562], [143.65677758435552, 47.07962910180562], [143.65677758435552, 47.07962910180562], [143.65677758435552, 47.07962910180562], [143.65677758435552, 47.07962910180562], [143.65677758435552, 47.07962910180562], [143.65677758435552, 47.07962910180562], [143.65677758435552, 47.07962910180562], [143.65677758435552, 47.07962910180562], [143.65677758435552, 47.07962910180562], [143.65677758435552, 47.07962910180562], [143.65677758435552, 47.07962910180562], [143.65677758435552, 47.07962910180562], [143.65677758435552, 47.07962910180562], [143.65677758435552, 47.07962910180562], [143.65677758435552, 47.07962910180562], [143.65677758435552, 47.07962910180562], [143.65677758435552, 47.07962910180562], [143.65677758435552, 47.07962910180562], [143.65677758435552, 47.07962910180562], [143.65677758435552, 47.07962910180562], [143.65677758435552, 47.07962910180562], [143.65677758435552, 47.07962910180562], [143.65677758435552, 47.07962910180562], [143.65677758435552, 47.07962910180562], [143.65677758435552, 47.07962910180562], [143.65677758435552, 47.07962910180562], [143.65677758435552, 47.07962910180562], [143.65677758435552, 47.07962910180562], [143.65677758435552, 47.07962910180562], [143.65677758435552, 47.07962910180562], [143.65677758435552, 47.07962910180562], [143.65677758435552, 47.07962910180562], [143.65677758435552, 47.07962910180562], [143.65677758435552, 47.07962910180562], [143.65677758435552, 47.07962910180562], [143.65677758435552, 47.07962910180562]]"
VAE_img_252.jpg,"[[612.2620845495874, 39.181914487516266], [612.2620845495874, 39.181914487516266], [612.2620845495874, 39.181914487516266], [612.2620845495874, 39.181914487516266], [612.2620845495874, 39.181914487516266], [612.2620845495874, 39.181914487516266], [612.2620845495874, 39.181914487516266], [612.2620845495874, 39.181914487516266], [612.2620845495874, 39.181914487516266], [612.2620845495874, 39.181914487516266], [612.2620845495874, 39.181914487516266], [612.2620845495874, 39.181914487516266], [612.2620845495874, 39.181914487516266], [612.2620845495874, 39.181914487516266], [612.2620845495874, 39.181914487516266], [612.2620845495874, 39.181914487516266], [612.2620845495874, 39.181914487516266], [612.2620845495874, 39.181914487516266], [612.2620845495874, 39.181914487516266], [612.2620845495874, 39.181914487516266], [612.2620845495874, 39.181914487516266], [612.2620845495874, 39.181914487516266], [612.2620845495874, 39.181914487516266], [612.2620845495874, 39.181914487516266], [612.2620845495874, 39.181914487516266], [612.2620845495874, 39.181914487516266], [612.2620845495874, 39.181914487516266], [612.2620845495874, 39.181914487516266], [612.2620845495874, 39.181914487516266], [612.2620845495874, 39.181914487516266], [612.2620845495874, 39.181914487516266], [612.2620845495874, 39.181914487516266], [612.2620845495874, 39.181914487516266], [612.2620845495874, 39.181914487516266], [612.2620845495874, 39.181914487516266], [612.2620845495874, 39.181914487516266], [612.2620845495874, 39.181914487516266], [612.2620845495874, 39.181914487516266], [612.2620845495874, 39.181914487516266], [612.2620845495874, 39.181914487516266], [612.2620845495874, 39.181914487516266], [612.2620845495874, 39.181914487516266], [612.2620845495874, 39.181914487516266], [612.2620845495874, 39.181914487516266], [612.2620845495874, 39.181914487516266], [612.2620845495874, 39.181914487516266], [612.2620845495874, 39.181914487516266], [612.2620845495874, 39.181914487516266]]"
VAE_img_253.jpg,"[[287.74214729406617, 48.23656234883973], [287.74214729406617, 48.23656234883973], [287.74214729406617, 48.23656234883973], [287.74214729406617, 48.23656234883973], [287.74214729406617, 48.23656234883973], [287.74214729406617, 48.23656234883973], [287.74214729406617, 48.23656234883973], [287.74214729406617, 48.23656234883973], [287.74214729406617, 48.23656234883973], [287.74214729406617, 48.23656234883973], [287.74214729406617, 48.23656234883973], [287.74214729406617, 48.23656234883973], [287.74214729406617, 48.23656234883973], [287.74214729406617, 48.23656234883973], [287.74214729406617, 48.23656234883973], [287.74214729406617, 48.23656234883973], [287.74214729406617, 48.23656234883973], [287.74214729406617, 48.23656234883973], [287.74214729406617, 48.23656234883973], [287.74214729406617, 48.23656234883973], [287.74214729406617, 48.23656234883973], [287.74214729406617, 48.23656234883973], [287.74214729406617, 48.23656234883973], [287.74214729406617, 48.23656234883973], [287.74214729406617, 48.23656234883973], [287.74214729406617, 48.23656234883973], [287.74214729406617, 48.23656234883973], [287.74214729406617, 48.23656234883973], [287.74214729406617, 48.23656234883973], [287.74214729406617, 48.23656234883973], [287.74214729406617, 48.23656234883973], [287.74214729406617, 48.23656234883973], [287.74214729406617, 48.23656234883973], [287.74214729406617, 48.23656234883973], [287.74214729406617, 48.23656234883973], [287.74214729406617, 48.23656234883973], [287.74214729406617, 48.23656234883973], [287.74214729406617, 48.23656234883973], [287.74214729406617, 48.23656234883973], [287.74214729406617, 48.23656234883973], [287.74214729406617, 48.23656234883973], [287.74214729406617, 48.23656234883973], [287.74214729406617, 48.23656234883973]]"
